"icd_class","year","age","race","sex","cause","death_count","population_count"
"icd_08","1971","75-84","white","female","all_external",5389,3.599e+006
"icd_08","1971","75-84","white","female","non_external",227974,3.599e+006
"icd_08","1971","75-84","white","male","all_cause",229020,2.304e+006
"icd_08","1971","75-84","white","male","all_external",6111,2.304e+006
"icd_08","1971","75-84","white","male","non_external",222909,2.304e+006
"icd_08","1971","85+","black","female","all_cause",8028,67000
"icd_08","1971","85+","black","female","all_external",160,67000
"icd_08","1971","85+","black","female","non_external",7868,67000
"icd_08","1971","85+","black","male","all_cause",5773,40000
"icd_08","1971","85+","black","male","all_external",146,40000
"icd_08","1971","85+","black","male","non_external",5627,40000
"icd_08","1971","85+","other","female","all_cause",538,6000
"icd_08","1971","85+","other","female","all_external",20,6000
"icd_08","1971","85+","other","female","non_external",518,6000
"icd_08","1971","85+","other","male","all_cause",769,7000
"icd_08","1971","85+","other","male","all_external",32,7000
"icd_08","1971","85+","other","male","non_external",737,7000
"icd_08","1971","85+","white","female","all_cause",151159,904000
"icd_08","1971","85+","white","female","all_external",3669,904000
"icd_08","1971","85+","white","female","non_external",147490,904000
"icd_08","1971","85+","white","male","all_cause",94955,463000
"icd_08","1971","85+","white","male","all_external",2588,463000
"icd_08","1971","85+","white","male","non_external",92367,463000
"icd_08","1972","1","black","female","all_cause",7028,256575
"icd_08","1972","1","black","female","all_external",254,256575
"icd_08","1972","1","black","female","non_external",6774,256575
"icd_08","1972","1","black","male","all_cause",8710,263249
"icd_08","1972","1","black","male","all_external",328,263249
"icd_08","1972","1","black","male","non_external",8382,263249
"icd_08","1972","1","other","female","all_cause",406,30998
"icd_08","1972","1","other","female","all_external",20,30998
"icd_08","1972","1","other","female","non_external",386,30998
"icd_08","1972","1","other","male","all_cause",578,32054
"icd_08","1972","1","other","male","all_external",14,32054
"icd_08","1972","1","other","male","non_external",564,32054
"icd_08","1972","1","white","female","all_cause",18038,1.30091e+006
"icd_08","1972","1","white","female","all_external",580,1.30091e+006
"icd_08","1972","1","white","female","non_external",17458,1.30091e+006
"icd_08","1972","1","white","male","all_cause",25422,1.37462e+006
"icd_08","1972","1","white","male","all_external",854,1.37462e+006
"icd_08","1972","1","white","male","non_external",24568,1.37462e+006
"icd_08","1972","1-4","black","female","all_cause",1102,985000
"icd_08","1972","1-4","black","female","all_external",462,985000
"icd_08","1972","1-4","black","female","non_external",640,985000
"icd_08","1972","1-4","black","male","all_cause",1326,991000
"icd_08","1972","1-4","black","male","all_external",620,991000
"icd_08","1972","1-4","black","male","non_external",706,991000
"icd_08","1972","1-4","other","female","all_cause",110,115000
"icd_08","1972","1-4","other","female","all_external",44,115000
"icd_08","1972","1-4","other","female","non_external",66,115000
"icd_08","1972","1-4","other","male","all_cause",110,116000
"icd_08","1972","1-4","other","male","all_external",68,116000
"icd_08","1972","1-4","other","male","non_external",42,116000
"icd_08","1972","1-4","white","female","all_cause",3588,5.657e+006
"icd_08","1972","1-4","white","female","all_external",1360,5.657e+006
"icd_08","1972","1-4","white","female","non_external",2228,5.657e+006
"icd_08","1972","1-4","white","male","all_cause",4858,5.932e+006
"icd_08","1972","1-4","white","male","all_external",2224,5.932e+006
"icd_08","1972","1-4","white","male","non_external",2634,5.932e+006
"icd_08","1972","5-9","black","female","all_cause",592,1.328e+006
"icd_08","1972","5-9","black","female","all_external",310,1.328e+006
"icd_08","1972","5-9","black","female","non_external",282,1.328e+006
"icd_08","1972","5-9","black","male","all_cause",782,1.336e+006
"icd_08","1972","5-9","black","male","all_external",518,1.336e+006
"icd_08","1972","5-9","black","male","non_external",264,1.336e+006
"icd_08","1972","5-9","other","female","all_cause",44,145000
"icd_08","1972","5-9","other","female","all_external",30,145000
"icd_08","1972","5-9","other","female","non_external",14,145000
"icd_08","1972","5-9","other","male","all_cause",68,148000
"icd_08","1972","5-9","other","male","all_external",40,148000
"icd_08","1972","5-9","other","male","non_external",28,148000
"icd_08","1972","5-9","white","female","all_cause",2566,7.768e+006
"icd_08","1972","5-9","white","female","all_external",1142,7.768e+006
"icd_08","1972","5-9","white","female","non_external",1424,7.768e+006
"icd_08","1972","5-9","white","male","all_cause",3632,8.122e+006
"icd_08","1972","5-9","white","male","all_external",1966,8.122e+006
"icd_08","1972","5-9","white","male","non_external",1666,8.122e+006
"icd_08","1972","10-14","black","female","all_cause",556,1.442e+006
"icd_08","1972","10-14","black","female","all_external",266,1.442e+006
"icd_08","1972","10-14","black","female","non_external",290,1.442e+006
"icd_08","1972","10-14","black","male","all_cause",888,1.449e+006
"icd_08","1972","10-14","black","male","all_external",594,1.449e+006
"icd_08","1972","10-14","black","male","non_external",294,1.449e+006
"icd_08","1972","10-14","other","female","all_cause",38,147000
"icd_08","1972","10-14","other","female","all_external",20,147000
"icd_08","1972","10-14","other","female","non_external",18,147000
"icd_08","1972","10-14","other","male","all_cause",88,149000
"icd_08","1972","10-14","other","male","all_external",52,149000
"icd_08","1972","10-14","other","male","non_external",36,149000
"icd_08","1972","10-14","white","female","all_cause",2508,8.758e+006
"icd_08","1972","10-14","white","female","all_external",1142,8.758e+006
"icd_08","1972","10-14","white","female","non_external",1366,8.758e+006
"icd_08","1972","10-14","white","male","all_cause",4442,9.154e+006
"icd_08","1972","10-14","white","male","all_external",2798,9.154e+006
"icd_08","1972","10-14","white","male","non_external",1644,9.154e+006
"icd_08","1972","15-19","black","female","all_cause",1030,1.328e+006
"icd_08","1972","15-19","black","female","all_external",496,1.328e+006
"icd_08","1972","15-19","black","female","non_external",534,1.328e+006
"icd_08","1972","15-19","black","male","all_cause",2772,1.312e+006
"icd_08","1972","15-19","black","male","all_external",2116,1.312e+006
"icd_08","1972","15-19","black","male","non_external",656,1.312e+006
"icd_08","1972","15-19","other","female","all_cause",122,144000
"icd_08","1972","15-19","other","female","all_external",88,144000
"icd_08","1972","15-19","other","female","non_external",34,144000
"icd_08","1972","15-19","other","male","all_cause",244,147000
"icd_08","1972","15-19","other","male","all_external",210,147000
"icd_08","1972","15-19","other","male","non_external",34,147000
"icd_08","1972","15-19","white","female","all_cause",4940,8.516e+006
"icd_08","1972","15-19","white","female","all_external",3170,8.516e+006
"icd_08","1972","15-19","white","female","non_external",1770,8.516e+006
"icd_08","1972","15-19","white","male","all_cause",13210,8.777e+006
"icd_08","1972","15-19","white","male","all_external",10570,8.777e+006
"icd_08","1972","15-19","white","male","non_external",2640,8.777e+006
"icd_08","1972","20-24","black","female","all_cause",1508,1.099e+006
"icd_08","1972","20-24","black","female","all_external",756,1.099e+006
"icd_08","1972","20-24","black","female","non_external",752,1.099e+006
"icd_08","1972","20-24","black","male","all_cause",4304,988000
"icd_08","1972","20-24","black","male","all_external",3320,988000
"icd_08","1972","20-24","black","male","non_external",984,988000
"icd_08","1972","20-24","other","female","all_cause",142,150000
"icd_08","1972","20-24","other","female","all_external",96,150000
"icd_08","1972","20-24","other","female","non_external",46,150000
"icd_08","1972","20-24","other","male","all_cause",352,140000
"icd_08","1972","20-24","other","male","all_external",306,140000
"icd_08","1972","20-24","other","male","non_external",46,140000
"icd_08","1972","20-24","white","female","all_cause",4970,7.772e+006
"icd_08","1972","20-24","white","female","all_external",2936,7.772e+006
"icd_08","1972","20-24","white","female","non_external",2034,7.772e+006
"icd_08","1972","20-24","white","male","all_cause",14744,7.717e+006
"icd_08","1972","20-24","white","male","all_external",11612,7.717e+006
"icd_08","1972","20-24","white","male","non_external",3132,7.717e+006
"icd_08","1972","25-34","black","female","all_cause",3470,1.575e+006
"icd_08","1972","25-34","black","female","all_external",1032,1.575e+006
"icd_08","1972","25-34","black","female","non_external",2438,1.575e+006
"icd_08","1972","25-34","black","male","all_cause",7332,1.34e+006
"icd_08","1972","25-34","black","male","all_external",4526,1.34e+006
"icd_08","1972","25-34","black","male","non_external",2806,1.34e+006
"icd_08","1972","25-34","other","female","all_cause",290,249000
"icd_08","1972","25-34","other","female","all_external",108,249000
"icd_08","1972","25-34","other","female","non_external",182,249000
"icd_08","1972","25-34","other","male","all_cause",592,226000
"icd_08","1972","25-34","other","male","all_external",410,226000
"icd_08","1972","25-34","other","male","non_external",182,226000
"icd_08","1972","25-34","white","female","all_cause",9722,1.2096e+007
"icd_08","1972","25-34","white","female","all_external",3934,1.2096e+007
"icd_08","1972","25-34","white","female","non_external",5788,1.2096e+007
"icd_08","1972","25-34","white","male","all_cause",20502,1.1977e+007
"icd_08","1972","25-34","white","male","all_external",13484,1.1977e+007
"icd_08","1972","25-34","white","male","non_external",7018,1.1977e+007
"icd_08","1972","35-44","black","female","all_cause",6474,1.314e+006
"icd_08","1972","35-44","black","female","all_external",850,1.314e+006
"icd_08","1972","35-44","black","female","non_external",5624,1.314e+006
"icd_08","1972","35-44","black","male","all_cause",10310,1.094e+006
"icd_08","1972","35-44","black","male","all_external",3510,1.094e+006
"icd_08","1972","35-44","black","male","non_external",6800,1.094e+006
"icd_08","1972","35-44","other","female","all_cause",394,197000
"icd_08","1972","35-44","other","female","all_external",86,197000
"icd_08","1972","35-44","other","female","non_external",308,197000
"icd_08","1972","35-44","other","male","all_cause",554,168000
"icd_08","1972","35-44","other","male","all_external",228,168000
"icd_08","1972","35-44","other","male","non_external",326,168000
"icd_08","1972","35-44","white","female","all_cause",19014,1.0148e+007
"icd_08","1972","35-44","white","female","all_external",3858,1.0148e+007
"icd_08","1972","35-44","white","female","non_external",15156,1.0148e+007
"icd_08","1972","35-44","white","male","all_cause",32046,9.858e+006
"icd_08","1972","35-44","white","male","all_external",10000,9.858e+006
"icd_08","1972","35-44","white","male","non_external",22046,9.858e+006
"icd_08","1972","45-54","black","female","all_cause",11730,1.185e+006
"icd_08","1972","45-54","black","female","all_external",732,1.185e+006
"icd_08","1972","45-54","black","female","non_external",10998,1.185e+006
"icd_08","1972","45-54","black","male","all_cause",18012,1.011e+006
"icd_08","1972","45-54","black","male","all_external",2780,1.011e+006
"icd_08","1972","45-54","black","male","non_external",15232,1.011e+006
"icd_08","1972","45-54","other","female","all_cause",548,139000
"icd_08","1972","45-54","other","female","all_external",58,139000
"icd_08","1972","45-54","other","female","non_external",490,139000
"icd_08","1972","45-54","other","male","all_cause",904,130000
"icd_08","1972","45-54","other","male","all_external",182,130000
"icd_08","1972","45-54","other","male","non_external",722,130000
"icd_08","1972","45-54","white","female","all_cause",48600,1.0947e+007
"icd_08","1972","45-54","white","female","all_external",4814,1.0947e+007
"icd_08","1972","45-54","white","female","non_external",43786,1.0947e+007
"icd_08","1972","45-54","white","male","all_cause",88428,1.0262e+007
"icd_08","1972","45-54","white","male","all_external",11586,1.0262e+007
"icd_08","1972","45-54","white","male","non_external",76842,1.0262e+007
"icd_08","1972","55-64","black","female","all_cause",17018,905000
"icd_08","1972","55-64","black","female","all_external",516,905000
"icd_08","1972","55-64","black","female","non_external",16502,905000
"icd_08","1972","55-64","black","male","all_cause",24454,756000
"icd_08","1972","55-64","black","male","all_external",1808,756000
"icd_08","1972","55-64","black","male","non_external",22646,756000
"icd_08","1972","55-64","other","female","all_cause",698,78000
"icd_08","1972","55-64","other","female","all_external",30,78000
"icd_08","1972","55-64","other","female","non_external",668,78000
"icd_08","1972","55-64","other","male","all_cause",1330,90000
"icd_08","1972","55-64","other","male","all_external",160,90000
"icd_08","1972","55-64","other","male","non_external",1170,90000
"icd_08","1972","55-64","white","female","all_cause",91250,9.177e+006
"icd_08","1972","55-64","white","female","all_external",4650,9.177e+006
"icd_08","1972","55-64","white","female","non_external",86600,9.177e+006
"icd_08","1972","55-64","white","male","all_cause",176772,8.205e+006
"icd_08","1972","55-64","white","male","all_external",10666,8.205e+006
"icd_08","1972","55-64","white","male","non_external",166106,8.205e+006
"icd_08","1972","65-74","black","female","all_cause",23196,602000
"icd_08","1972","65-74","black","female","all_external",476,602000
"icd_08","1972","65-74","black","female","non_external",22720,602000
"icd_08","1972","65-74","black","male","all_cause",27478,469000
"icd_08","1972","65-74","black","male","all_external",1030,469000
"icd_08","1972","65-74","black","male","non_external",26448,469000
"icd_08","1972","65-74","other","female","all_cause",864,52000
"icd_08","1972","65-74","other","female","all_external",36,52000
"icd_08","1972","65-74","other","female","non_external",828,52000
"icd_08","1972","65-74","other","male","all_cause",1894,62000
"icd_08","1972","65-74","other","male","all_external",106,62000
"icd_08","1972","65-74","other","male","non_external",1788,62000
"icd_08","1972","65-74","white","female","all_cause",160066,6.641e+006
"icd_08","1972","65-74","white","female","all_external",4408,6.641e+006
"icd_08","1972","65-74","white","female","non_external",155658,6.641e+006
"icd_08","1972","65-74","white","male","all_cause",241512,5.096e+006
"icd_08","1972","65-74","white","male","all_external",7944,5.096e+006
"icd_08","1972","65-74","white","male","non_external",233568,5.096e+006
"icd_08","1972","75-84","black","female","all_cause",16540,280000
"icd_08","1972","75-84","black","female","all_external",306,280000
"icd_08","1972","75-84","black","female","non_external",16234,280000
"icd_08","1972","75-84","black","male","all_cause",17218,197000
"icd_08","1972","75-84","black","male","all_external",454,197000
"icd_08","1972","75-84","black","male","non_external",16764,197000
"icd_08","1972","75-84","other","female","all_cause",882,22000
"icd_08","1972","75-84","other","female","all_external",46,22000
"icd_08","1972","75-84","other","female","non_external",836,22000
"icd_08","1972","75-84","other","male","all_cause",1466,20000
"icd_08","1972","75-84","other","male","all_external",62,20000
"icd_08","1972","75-84","other","male","non_external",1404,20000
"icd_08","1972","75-84","white","female","all_cause",240490,3.704e+006
"icd_08","1972","75-84","white","female","all_external",5440,3.704e+006
"icd_08","1972","75-84","white","female","non_external",235050,3.704e+006
"icd_08","1972","75-84","white","male","all_cause",235024,2.333e+006
"icd_08","1972","75-84","white","male","all_external",6442,2.333e+006
"icd_08","1972","75-84","white","male","non_external",228582,2.333e+006
"icd_08","1972","85+","black","female","all_cause",8424,70000
"icd_08","1972","85+","black","female","all_external",208,70000
"icd_08","1972","85+","black","female","non_external",8216,70000
"icd_08","1972","85+","black","male","all_cause",6046,40000
"icd_08","1972","85+","black","male","all_external",148,40000
"icd_08","1972","85+","black","male","non_external",5898,40000
"icd_08","1972","85+","other","female","all_cause",546,6000
"icd_08","1972","85+","other","female","all_external",16,6000
"icd_08","1972","85+","other","female","non_external",530,6000
"icd_08","1972","85+","other","male","all_cause",750,7000
"icd_08","1972","85+","other","male","all_external",26,7000
"icd_08","1972","85+","other","male","non_external",724,7000
"icd_08","1972","85+","white","female","all_cause",158078,944000
"icd_08","1972","85+","white","female","all_external",3762,944000
"icd_08","1972","85+","white","female","non_external",154316,944000
"icd_08","1972","85+","white","male","all_cause",96670,475000
"icd_08","1972","85+","white","male","all_external",2730,475000
"icd_08","1972","85+","white","male","non_external",93940,475000
"icd_08","1973","1","black","female","all_cause",6368,246775
"icd_08","1973","1","black","female","all_external",272,246775
"icd_08","1973","1","black","female","non_external",6096,246775
"icd_08","1973","1","black","male","all_cause",8043,253730
"icd_08","1973","1","black","male","all_external",311,253730
"icd_08","1973","1","black","male","non_external",7732,253730
"icd_08","1973","1","other","female","all_cause",402,31705
"icd_08","1973","1","other","female","all_external",26,31705
"icd_08","1973","1","other","female","non_external",376,31705
"icd_08","1973","1","other","male","all_cause",529,33095
"icd_08","1973","1","other","male","all_external",24,33095
"icd_08","1973","1","other","male","non_external",505,33095
"icd_08","1973","1","white","female","all_cause",16825,1.25016e+006
"icd_08","1973","1","white","female","all_external",535,1.25016e+006
"icd_08","1973","1","white","female","non_external",16290,1.25016e+006
"icd_08","1973","1","white","male","all_cause",23414,1.3215e+006
"icd_08","1973","1","white","male","all_external",774,1.3215e+006
"icd_08","1973","1","white","male","non_external",22640,1.3215e+006
"icd_08","1973","1-4","black","female","all_cause",1097,990000
"icd_08","1973","1-4","black","female","all_external",503,990000
"icd_08","1973","1-4","black","female","non_external",594,990000
"icd_08","1973","1-4","black","male","all_cause",1413,999000
"icd_08","1973","1-4","black","male","all_external",681,999000
"icd_08","1973","1-4","black","male","non_external",732,999000
"icd_08","1973","1-4","other","female","all_cause",87,123000
"icd_08","1973","1-4","other","female","all_external",49,123000
"icd_08","1973","1-4","other","female","non_external",38,123000
"icd_08","1973","1-4","other","male","all_cause",107,124000
"icd_08","1973","1-4","other","male","all_external",56,124000
"icd_08","1973","1-4","other","male","non_external",51,124000
"icd_08","1973","1-4","white","female","all_cause",3481,5.607e+006
"icd_08","1973","1-4","white","female","all_external",1400,5.607e+006
"icd_08","1973","1-4","white","female","non_external",2081,5.607e+006
"icd_08","1973","1-4","white","male","all_cause",4658,5.88e+006
"icd_08","1973","1-4","white","male","all_external",2147,5.88e+006
"icd_08","1973","1-4","white","male","non_external",2511,5.88e+006
"icd_08","1973","5-9","black","female","all_cause",570,1.3e+006
"icd_08","1973","5-9","black","female","all_external",299,1.3e+006
"icd_08","1973","5-9","black","female","non_external",271,1.3e+006
"icd_08","1973","5-9","black","male","all_cause",899,1.306e+006
"icd_08","1973","5-9","black","male","all_external",578,1.306e+006
"icd_08","1973","5-9","black","male","non_external",321,1.306e+006
"icd_08","1973","5-9","other","female","all_cause",57,148000
"icd_08","1973","5-9","other","female","all_external",25,148000
"icd_08","1973","5-9","other","female","non_external",32,148000
"icd_08","1973","5-9","other","male","all_cause",53,150000
"icd_08","1973","5-9","other","male","all_external",40,150000
"icd_08","1973","5-9","other","male","non_external",13,150000
"icd_08","1973","5-9","white","female","all_cause",2425,7.513e+006
"icd_08","1973","5-9","white","female","all_external",1039,7.513e+006
"icd_08","1973","5-9","white","female","non_external",1386,7.513e+006
"icd_08","1973","5-9","white","male","all_cause",3510,7.862e+006
"icd_08","1973","5-9","white","male","all_external",1932,7.862e+006
"icd_08","1973","5-9","white","male","non_external",1578,7.862e+006
"icd_08","1973","10-14","black","female","all_cause",518,1.451e+006
"icd_08","1973","10-14","black","female","all_external",213,1.451e+006
"icd_08","1973","10-14","black","female","non_external",305,1.451e+006
"icd_08","1973","10-14","black","male","all_cause",1034,1.46e+006
"icd_08","1973","10-14","black","male","all_external",686,1.46e+006
"icd_08","1973","10-14","black","male","non_external",348,1.46e+006
"icd_08","1973","10-14","other","female","all_cause",45,154000
"icd_08","1973","10-14","other","female","all_external",16,154000
"icd_08","1973","10-14","other","female","non_external",29,154000
"icd_08","1973","10-14","other","male","all_cause",57,157000
"icd_08","1973","10-14","other","male","all_external",37,157000
"icd_08","1973","10-14","other","male","non_external",20,157000
"icd_08","1973","10-14","white","female","all_cause",2425,8.705e+006
"icd_08","1973","10-14","white","female","all_external",1155,8.705e+006
"icd_08","1973","10-14","white","female","non_external",1270,8.705e+006
"icd_08","1973","10-14","white","male","all_cause",4389,9.103e+006
"icd_08","1973","10-14","white","male","all_external",2831,9.103e+006
"icd_08","1973","10-14","white","male","non_external",1558,9.103e+006
"icd_08","1973","15-19","black","female","all_cause",1084,1.371e+006
"icd_08","1973","15-19","black","female","all_external",528,1.371e+006
"icd_08","1973","15-19","black","female","non_external",556,1.371e+006
"icd_08","1973","15-19","black","male","all_cause",2574,1.354e+006
"icd_08","1973","15-19","black","male","all_external",1940,1.354e+006
"icd_08","1973","15-19","black","male","non_external",634,1.354e+006
"icd_08","1973","15-19","other","female","all_cause",114,154000
"icd_08","1973","15-19","other","female","all_external",77,154000
"icd_08","1973","15-19","other","female","non_external",37,154000
"icd_08","1973","15-19","other","male","all_cause",264,158000
"icd_08","1973","15-19","other","male","all_external",226,158000
"icd_08","1973","15-19","other","male","non_external",38,158000
"icd_08","1973","15-19","white","female","all_cause",4987,8.668e+006
"icd_08","1973","15-19","white","female","all_external",3297,8.668e+006
"icd_08","1973","15-19","white","female","non_external",1690,8.668e+006
"icd_08","1973","15-19","white","male","all_cause",13885,8.941e+006
"icd_08","1973","15-19","white","male","all_external",11219,8.941e+006
"icd_08","1973","15-19","white","male","non_external",2666,8.941e+006
"icd_08","1973","20-24","black","female","all_cause",1544,1.141e+006
"icd_08","1973","20-24","black","female","all_external",782,1.141e+006
"icd_08","1973","20-24","black","female","non_external",762,1.141e+006
"icd_08","1973","20-24","black","male","all_cause",4093,1.029e+006
"icd_08","1973","20-24","black","male","all_external",3084,1.029e+006
"icd_08","1973","20-24","black","male","non_external",1009,1.029e+006
"icd_08","1973","20-24","other","female","all_cause",161,159000
"icd_08","1973","20-24","other","female","all_external",118,159000
"icd_08","1973","20-24","other","female","non_external",43,159000
"icd_08","1973","20-24","other","male","all_cause",368,149000
"icd_08","1973","20-24","other","male","all_external",322,149000
"icd_08","1973","20-24","other","male","non_external",46,149000
"icd_08","1973","20-24","white","female","all_cause",4888,7.898e+006
"icd_08","1973","20-24","white","female","all_external",2844,7.898e+006
"icd_08","1973","20-24","white","female","non_external",2044,7.898e+006
"icd_08","1973","20-24","white","male","all_cause",15495,7.897e+006
"icd_08","1973","20-24","white","male","all_external",12360,7.897e+006
"icd_08","1973","20-24","white","male","non_external",3135,7.897e+006
"icd_08","1973","25-34","black","female","all_cause",3365,1.643e+006
"icd_08","1973","25-34","black","female","all_external",1072,1.643e+006
"icd_08","1973","25-34","black","female","non_external",2293,1.643e+006
"icd_08","1973","25-34","black","male","all_cause",7434,1.405e+006
"icd_08","1973","25-34","black","male","all_external",4578,1.405e+006
"icd_08","1973","25-34","black","male","non_external",2856,1.405e+006
"icd_08","1973","25-34","other","female","all_cause",307,277000
"icd_08","1973","25-34","other","female","all_external",151,277000
"icd_08","1973","25-34","other","female","non_external",156,277000
"icd_08","1973","25-34","other","male","all_cause",619,245000
"icd_08","1973","25-34","other","male","all_external",432,245000
"icd_08","1973","25-34","other","male","non_external",187,245000
"icd_08","1973","25-34","white","female","all_cause",9929,1.265e+007
"icd_08","1973","25-34","white","female","all_external",4029,1.265e+007
"icd_08","1973","25-34","white","female","non_external",5900,1.265e+007
"icd_08","1973","25-34","white","male","all_cause",22063,1.2567e+007
"icd_08","1973","25-34","white","male","all_external",14640,1.2567e+007
"icd_08","1973","25-34","white","male","non_external",7423,1.2567e+007
"icd_08","1973","35-44","black","female","all_cause",6274,1.323e+006
"icd_08","1973","35-44","black","female","all_external",900,1.323e+006
"icd_08","1973","35-44","black","female","non_external",5374,1.323e+006
"icd_08","1973","35-44","black","male","all_cause",9708,1.102e+006
"icd_08","1973","35-44","black","male","all_external",3233,1.102e+006
"icd_08","1973","35-44","black","male","non_external",6475,1.102e+006
"icd_08","1973","35-44","other","female","all_cause",439,207000
"icd_08","1973","35-44","other","female","all_external",111,207000
"icd_08","1973","35-44","other","female","non_external",328,207000
"icd_08","1973","35-44","other","male","all_cause",602,179000
"icd_08","1973","35-44","other","male","all_external",248,179000
"icd_08","1973","35-44","other","male","non_external",354,179000
"icd_08","1973","35-44","white","female","all_cause",18414,1.0099e+007
"icd_08","1973","35-44","white","female","all_external",3807,1.0099e+007
"icd_08","1973","35-44","white","female","non_external",14607,1.0099e+007
"icd_08","1973","35-44","white","male","all_cause",31850,9.83e+006
"icd_08","1973","35-44","white","male","all_external",10145,9.83e+006
"icd_08","1973","35-44","white","male","non_external",21705,9.83e+006
"icd_08","1973","45-54","black","female","all_cause",11926,1.204e+006
"icd_08","1973","45-54","black","female","all_external",745,1.204e+006
"icd_08","1973","45-54","black","female","non_external",11181,1.204e+006
"icd_08","1973","45-54","black","male","all_cause",17721,1.021e+006
"icd_08","1973","45-54","black","male","all_external",2727,1.021e+006
"icd_08","1973","45-54","black","male","non_external",14994,1.021e+006
"icd_08","1973","45-54","other","female","all_cause",556,149000
"icd_08","1973","45-54","other","female","all_external",58,149000
"icd_08","1973","45-54","other","female","non_external",498,149000
"icd_08","1973","45-54","other","male","all_cause",979,138000
"icd_08","1973","45-54","other","male","all_external",187,138000
"icd_08","1973","45-54","other","male","non_external",792,138000
"icd_08","1973","45-54","white","female","all_cause",48263,1.0983e+007
"icd_08","1973","45-54","white","female","all_external",4694,1.0983e+007
"icd_08","1973","45-54","white","female","non_external",43569,1.0983e+007
"icd_08","1973","45-54","white","male","all_cause",86571,1.0302e+007
"icd_08","1973","45-54","white","male","all_external",11260,1.0302e+007
"icd_08","1973","45-54","white","male","non_external",75311,1.0302e+007
"icd_08","1973","55-64","black","female","all_cause",17143,916000
"icd_08","1973","55-64","black","female","all_external",489,916000
"icd_08","1973","55-64","black","female","non_external",16654,916000
"icd_08","1973","55-64","black","male","all_cause",24605,762000
"icd_08","1973","55-64","black","male","all_external",1798,762000
"icd_08","1973","55-64","black","male","non_external",22807,762000
"icd_08","1973","55-64","other","female","all_cause",691,83000
"icd_08","1973","55-64","other","female","all_external",42,83000
"icd_08","1973","55-64","other","female","non_external",649,83000
"icd_08","1973","55-64","other","male","all_cause",1332,94000
"icd_08","1973","55-64","other","male","all_external",158,94000
"icd_08","1973","55-64","other","male","non_external",1174,94000
"icd_08","1973","55-64","white","female","all_cause",91967,9.286e+006
"icd_08","1973","55-64","white","female","all_external",4510,9.286e+006
"icd_08","1973","55-64","white","female","non_external",87457,9.286e+006
"icd_08","1973","55-64","white","male","all_cause",174839,8.286e+006
"icd_08","1973","55-64","white","male","all_external",10501,8.286e+006
"icd_08","1973","55-64","white","male","non_external",164338,8.286e+006
"icd_08","1973","65-74","black","female","all_cause",23924,621000
"icd_08","1973","65-74","black","female","all_external",471,621000
"icd_08","1973","65-74","black","female","non_external",23453,621000
"icd_08","1973","65-74","black","male","all_cause",28035,480000
"icd_08","1973","65-74","black","male","all_external",1067,480000
"icd_08","1973","65-74","black","male","non_external",26968,480000
"icd_08","1973","65-74","other","female","all_cause",831,54000
"icd_08","1973","65-74","other","female","all_external",41,54000
"icd_08","1973","65-74","other","female","non_external",790,54000
"icd_08","1973","65-74","other","male","all_cause",1977,65000
"icd_08","1973","65-74","other","male","all_external",116,65000
"icd_08","1973","65-74","other","male","non_external",1861,65000
"icd_08","1973","65-74","white","female","all_cause",157847,6.816e+006
"icd_08","1973","65-74","white","female","all_external",4432,6.816e+006
"icd_08","1973","65-74","white","female","non_external",153415,6.816e+006
"icd_08","1973","65-74","white","male","all_cause",242047,5.21e+006
"icd_08","1973","65-74","white","male","all_external",7882,5.21e+006
"icd_08","1973","65-74","white","male","non_external",234165,5.21e+006
"icd_08","1973","75-84","black","female","all_cause",17405,296000
"icd_08","1973","75-84","black","female","all_external",319,296000
"icd_08","1973","75-84","black","female","non_external",17086,296000
"icd_08","1973","75-84","black","male","all_cause",17564,204000
"icd_08","1973","75-84","black","male","all_external",450,204000
"icd_08","1973","75-84","black","male","non_external",17114,204000
"icd_08","1973","75-84","other","female","all_cause",967,22000
"icd_08","1973","75-84","other","female","all_external",32,22000
"icd_08","1973","75-84","other","female","non_external",935,22000
"icd_08","1973","75-84","other","male","all_cause",1533,19000
"icd_08","1973","75-84","other","male","all_external",75,19000
"icd_08","1973","75-84","other","male","non_external",1458,19000
"icd_08","1973","75-84","white","female","all_cause",242554,3.785e+006
"icd_08","1973","75-84","white","female","all_external",5381,3.785e+006
"icd_08","1973","75-84","white","female","non_external",237173,3.785e+006
"icd_08","1973","75-84","white","male","all_cause",234213,2.344e+006
"icd_08","1973","75-84","white","male","all_external",6073,2.344e+006
"icd_08","1973","75-84","white","male","non_external",228140,2.344e+006
"icd_08","1973","85+","black","female","all_cause",9184,73000
"icd_08","1973","85+","black","female","all_external",164,73000
"icd_08","1973","85+","black","female","non_external",9020,73000
"icd_08","1973","85+","black","male","all_cause",6412,41000
"icd_08","1973","85+","black","male","all_external",153,41000
"icd_08","1973","85+","black","male","non_external",6259,41000
"icd_08","1973","85+","other","female","all_cause",598,7000
"icd_08","1973","85+","other","female","all_external",21,7000
"icd_08","1973","85+","other","female","non_external",577,7000
"icd_08","1973","85+","other","male","all_cause",799,7000
"icd_08","1973","85+","other","male","all_external",23,7000
"icd_08","1973","85+","other","male","non_external",776,7000
"icd_08","1973","85+","white","female","all_cause",166357,989000
"icd_08","1973","85+","white","female","all_external",3915,989000
"icd_08","1973","85+","white","female","non_external",162442,989000
