"icd_class","year","age","race","sex","cause","death_count","population_count"
"icd_08","1968","1","black","female","all_cause",8579,258270
"icd_08","1968","1","black","female","all_external",382,258270
"icd_08","1968","1","black","female","non_external",8197,258270
"icd_08","1968","1","black","male","all_cause",10640,265110
"icd_08","1968","1","black","male","all_external",445,265110
"icd_08","1968","1","black","male","non_external",10195,265110
"icd_08","1968","1","other","female","all_cause",491,25334
"icd_08","1968","1","other","female","all_external",16,25334
"icd_08","1968","1","other","female","non_external",475,25334
"icd_08","1968","1","other","male","all_cause",651,26510
"icd_08","1968","1","other","male","all_external",27,26510
"icd_08","1968","1","other","male","non_external",624,26510
"icd_08","1968","1","white","female","all_cause",23167,1.42163e+006
"icd_08","1968","1","white","female","all_external",866,1.42163e+006
"icd_08","1968","1","white","female","non_external",22301,1.42163e+006
"icd_08","1968","1","white","male","all_cause",32735,1.50471e+006
"icd_08","1968","1","white","male","all_external",1047,1.50471e+006
"icd_08","1968","1","white","male","non_external",31688,1.50471e+006
"icd_08","1968","1-4","black","female","all_cause",1418,1.042e+006
"icd_08","1968","1-4","black","female","all_external",561,1.042e+006
"icd_08","1968","1-4","black","female","non_external",857,1.042e+006
"icd_08","1968","1-4","black","male","all_cause",1752,1.048e+006
"icd_08","1968","1-4","black","male","all_external",729,1.048e+006
"icd_08","1968","1-4","black","male","non_external",1023,1.048e+006
"icd_08","1968","1-4","other","female","all_cause",122,99000
"icd_08","1968","1-4","other","female","all_external",55,99000
"icd_08","1968","1-4","other","female","non_external",67,99000
"icd_08","1968","1-4","other","male","all_cause",149,101000
"icd_08","1968","1-4","other","male","all_external",69,101000
"icd_08","1968","1-4","other","male","non_external",80,101000
"icd_08","1968","1-4","white","female","all_cause",4221,5.999e+006
"icd_08","1968","1-4","white","female","all_external",1544,5.999e+006
"icd_08","1968","1-4","white","female","non_external",2677,5.999e+006
"icd_08","1968","1-4","white","male","all_cause",5376,6.258e+006
"icd_08","1968","1-4","white","male","all_external",2153,6.258e+006
"icd_08","1968","1-4","white","male","non_external",3223,6.258e+006
"icd_08","1968","5-9","black","female","all_cause",711,1.39e+006
"icd_08","1968","5-9","black","female","all_external",352,1.39e+006
"icd_08","1968","5-9","black","female","non_external",359,1.39e+006
"icd_08","1968","5-9","black","male","all_cause",1009,1.389e+006
"icd_08","1968","5-9","black","male","all_external",593,1.389e+006
"icd_08","1968","5-9","black","male","non_external",416,1.389e+006
"icd_08","1968","5-9","other","female","all_cause",50,136000
"icd_08","1968","5-9","other","female","all_external",23,136000
"icd_08","1968","5-9","other","female","non_external",27,136000
"icd_08","1968","5-9","other","male","all_cause",73,138000
"icd_08","1968","5-9","other","male","all_external",33,138000
"icd_08","1968","5-9","other","male","non_external",40,138000
"icd_08","1968","5-9","white","female","all_cause",2913,8.498e+006
"icd_08","1968","5-9","white","female","all_external",1203,8.498e+006
"icd_08","1968","5-9","white","female","non_external",1710,8.498e+006
"icd_08","1968","5-9","white","male","all_cause",4319,8.863e+006
"icd_08","1968","5-9","white","male","all_external",2217,8.863e+006
"icd_08","1968","5-9","white","male","non_external",2102,8.863e+006
"icd_08","1968","10-14","black","female","all_cause",562,1.351e+006
"icd_08","1968","10-14","black","female","all_external",202,1.351e+006
"icd_08","1968","10-14","black","female","non_external",360,1.351e+006
"icd_08","1968","10-14","black","male","all_cause",1033,1.355e+006
"icd_08","1968","10-14","black","male","all_external",664,1.355e+006
"icd_08","1968","10-14","black","male","non_external",369,1.355e+006
"icd_08","1968","10-14","other","female","all_cause",42,121000
"icd_08","1968","10-14","other","female","all_external",18,121000
"icd_08","1968","10-14","other","female","non_external",24,121000
"icd_08","1968","10-14","other","male","all_cause",67,122000
"icd_08","1968","10-14","other","male","all_external",41,122000
"icd_08","1968","10-14","other","male","non_external",26,122000
"icd_08","1968","10-14","white","female","all_cause",2412,8.518e+006
"icd_08","1968","10-14","white","female","all_external",937,8.518e+006
"icd_08","1968","10-14","white","female","non_external",1475,8.518e+006
"icd_08","1968","10-14","white","male","all_cause",4351,8.89e+006
"icd_08","1968","10-14","white","male","all_external",2630,8.89e+006
"icd_08","1968","10-14","white","male","non_external",1721,8.89e+006
"icd_08","1968","15-19","black","female","all_cause",930,1.136e+006
"icd_08","1968","15-19","black","female","all_external",396,1.136e+006
"icd_08","1968","15-19","black","female","non_external",534,1.136e+006
"icd_08","1968","15-19","black","male","all_cause",2432,1.114e+006
"icd_08","1968","15-19","black","male","all_external",1857,1.114e+006
"icd_08","1968","15-19","black","male","non_external",575,1.114e+006
"icd_08","1968","15-19","other","female","all_cause",75,110000
"icd_08","1968","15-19","other","female","all_external",44,110000
"icd_08","1968","15-19","other","female","non_external",31,110000
"icd_08","1968","15-19","other","male","all_cause",192,110000
"icd_08","1968","15-19","other","male","all_external",140,110000
"icd_08","1968","15-19","other","male","non_external",52,110000
"icd_08","1968","15-19","white","female","all_cause",4431,7.767e+006
"icd_08","1968","15-19","white","female","all_external",2647,7.767e+006
"icd_08","1968","15-19","white","female","non_external",1784,7.767e+006
"icd_08","1968","15-19","white","male","all_cause",11607,7.953e+006
"icd_08","1968","15-19","white","male","all_external",9119,7.953e+006
"icd_08","1968","15-19","white","male","non_external",2488,7.953e+006
"icd_08","1968","20-24","black","female","all_cause",1240,878000
"icd_08","1968","20-24","black","female","all_external",508,878000
"icd_08","1968","20-24","black","female","non_external",732,878000
"icd_08","1968","20-24","black","male","all_cause",2965,748000
"icd_08","1968","20-24","black","male","all_external",2280,748000
"icd_08","1968","20-24","black","male","non_external",685,748000
"icd_08","1968","20-24","other","female","all_cause",94,102000
"icd_08","1968","20-24","other","female","all_external",49,102000
"icd_08","1968","20-24","other","female","non_external",45,102000
"icd_08","1968","20-24","other","male","all_cause",237,95000
"icd_08","1968","20-24","other","male","all_external",194,95000
"icd_08","1968","20-24","other","male","non_external",43,95000
"icd_08","1968","20-24","white","female","all_cause",4417,6.867e+006
"icd_08","1968","20-24","white","female","all_external",2286,6.867e+006
"icd_08","1968","20-24","white","female","non_external",2131,6.867e+006
"icd_08","1968","20-24","white","male","all_cause",12520,6.365e+006
"icd_08","1968","20-24","white","male","all_external",9899,6.365e+006
"icd_08","1968","20-24","white","male","non_external",2621,6.365e+006
"icd_08","1968","25-34","black","female","all_cause",3442,1.392e+006
"icd_08","1968","25-34","black","female","all_external",855,1.392e+006
"icd_08","1968","25-34","black","female","non_external",2587,1.392e+006
"icd_08","1968","25-34","black","male","all_cause",6387,1.165e+006
"icd_08","1968","25-34","black","male","all_external",3766,1.165e+006
"icd_08","1968","25-34","black","male","non_external",2621,1.165e+006
"icd_08","1968","25-34","other","female","all_cause",274,179000
"icd_08","1968","25-34","other","female","all_external",98,179000
"icd_08","1968","25-34","other","female","non_external",176,179000
"icd_08","1968","25-34","other","male","all_cause",410,161000
"icd_08","1968","25-34","other","male","all_external",285,161000
"icd_08","1968","25-34","other","male","non_external",125,161000
"icd_08","1968","25-34","white","female","all_cause",8732,1.0543e+007
"icd_08","1968","25-34","white","female","all_external",3139,1.0543e+007
"icd_08","1968","25-34","white","female","non_external",5593,1.0543e+007
"icd_08","1968","25-34","white","male","all_cause",18004,1.0262e+007
"icd_08","1968","25-34","white","male","all_external",11436,1.0262e+007
"icd_08","1968","25-34","white","male","non_external",6568,1.0262e+007
"icd_08","1968","35-44","black","female","all_cause",7432,1.309e+006
"icd_08","1968","35-44","black","female","all_external",911,1.309e+006
"icd_08","1968","35-44","black","female","non_external",6521,1.309e+006
"icd_08","1968","35-44","black","male","all_cause",10591,1.097e+006
"icd_08","1968","35-44","black","male","all_external",3180,1.097e+006
"icd_08","1968","35-44","black","male","non_external",7411,1.097e+006
"icd_08","1968","35-44","other","female","all_cause",404,163000
"icd_08","1968","35-44","other","female","all_external",65,163000
"icd_08","1968","35-44","other","female","non_external",339,163000
"icd_08","1968","35-44","other","male","all_cause",536,140000
"icd_08","1968","35-44","other","male","all_external",199,140000
"icd_08","1968","35-44","other","male","non_external",337,140000
"icd_08","1968","35-44","white","female","all_cause",21044,1.0651e+007
"icd_08","1968","35-44","white","female","all_external",3883,1.0651e+007
"icd_08","1968","35-44","white","female","non_external",17161,1.0651e+007
"icd_08","1968","35-44","white","male","all_cause",35423,1.0228e+007
"icd_08","1968","35-44","white","male","all_external",10578,1.0228e+007
"icd_08","1968","35-44","white","male","non_external",24845,1.0228e+007
"icd_08","1968","45-54","black","female","all_cause",12007,1.1e+006
"icd_08","1968","45-54","black","female","all_external",610,1.1e+006
"icd_08","1968","45-54","black","female","non_external",11397,1.1e+006
"icd_08","1968","45-54","black","male","all_cause",17281,957000
"icd_08","1968","45-54","black","male","all_external",2536,957000
"icd_08","1968","45-54","black","male","non_external",14745,957000
"icd_08","1968","45-54","other","female","all_cause",488,100000
"icd_08","1968","45-54","other","female","all_external",54,100000
"icd_08","1968","45-54","other","female","non_external",434,100000
"icd_08","1968","45-54","other","male","all_cause",825,105000
"icd_08","1968","45-54","other","male","all_external",159,105000
"icd_08","1968","45-54","other","male","non_external",666,105000
"icd_08","1968","45-54","white","female","all_cause",49561,1.0533e+007
"icd_08","1968","45-54","white","female","all_external",4556,1.0533e+007
"icd_08","1968","45-54","white","female","non_external",45005,1.0533e+007
"icd_08","1968","45-54","white","male","all_cause",90600,9.933e+006
"icd_08","1968","45-54","white","male","all_external",11552,9.933e+006
"icd_08","1968","45-54","white","male","non_external",79048,9.933e+006
"icd_08","1968","55-64","black","female","all_cause",17865,828000
"icd_08","1968","55-64","black","female","all_external",504,828000
"icd_08","1968","55-64","black","female","non_external",17361,828000
"icd_08","1968","55-64","black","male","all_cause",24704,716000
"icd_08","1968","55-64","black","male","all_external",1673,716000
"icd_08","1968","55-64","black","male","non_external",23031,716000
"icd_08","1968","55-64","other","female","all_cause",565,62000
"icd_08","1968","55-64","other","female","all_external",38,62000
"icd_08","1968","55-64","other","female","non_external",527,62000
"icd_08","1968","55-64","other","male","all_cause",1416,84000
"icd_08","1968","55-64","other","male","all_external",156,84000
"icd_08","1968","55-64","other","male","non_external",1260,84000
"icd_08","1968","55-64","white","female","all_cause",88557,8.61e+006
"icd_08","1968","55-64","white","female","all_external",4179,8.61e+006
"icd_08","1968","55-64","white","female","non_external",84378,8.61e+006
"icd_08","1968","55-64","white","male","all_cause",175169,7.787e+006
"icd_08","1968","55-64","white","male","all_external",10751,7.787e+006
"icd_08","1968","55-64","white","male","non_external",164418,7.787e+006
"icd_08","1968","65-74","black","female","all_cause",22756,563000
"icd_08","1968","65-74","black","female","all_external",441,563000
"icd_08","1968","65-74","black","female","non_external",22315,563000
"icd_08","1968","65-74","black","male","all_cause",27469,453000
"icd_08","1968","65-74","black","male","all_external",1048,453000
"icd_08","1968","65-74","black","male","non_external",26421,453000
"icd_08","1968","65-74","other","female","all_cause",757,41000
"icd_08","1968","65-74","other","female","all_external",35,41000
"icd_08","1968","65-74","other","female","non_external",722,41000
"icd_08","1968","65-74","other","male","all_cause",1637,48000
"icd_08","1968","65-74","other","male","all_external",102,48000
"icd_08","1968","65-74","other","male","non_external",1535,48000
"icd_08","1968","65-74","white","female","all_cause",159097,6.208e+006
"icd_08","1968","65-74","white","female","all_external",4347,6.208e+006
"icd_08","1968","65-74","white","female","non_external",154750,6.208e+006
"icd_08","1968","65-74","white","male","all_cause",241830,4.865e+006
"icd_08","1968","65-74","white","male","all_external",8143,4.865e+006
"icd_08","1968","65-74","white","male","non_external",233687,4.865e+006
"icd_08","1968","75-84","black","female","all_cause",15394,222000
"icd_08","1968","75-84","black","female","all_external",310,222000
"icd_08","1968","75-84","black","female","non_external",15084,222000
"icd_08","1968","75-84","black","male","all_cause",15709,165000
"icd_08","1968","75-84","black","male","all_external",409,165000
"icd_08","1968","75-84","black","male","non_external",15300,165000
"icd_08","1968","75-84","other","female","all_cause",757,18000
"icd_08","1968","75-84","other","female","all_external",32,18000
"icd_08","1968","75-84","other","female","non_external",725,18000
"icd_08","1968","75-84","other","male","all_cause",1393,21000
"icd_08","1968","75-84","other","male","all_external",46,21000
"icd_08","1968","75-84","other","male","non_external",1347,21000
"icd_08","1968","75-84","white","female","all_cause",230180,3.29e+006
"icd_08","1968","75-84","white","female","all_external",5631,3.29e+006
"icd_08","1968","75-84","white","female","non_external",224549,3.29e+006
"icd_08","1968","75-84","white","male","all_cause",229697,2.23e+006
"icd_08","1968","75-84","white","male","all_external",6442,2.23e+006
"icd_08","1968","75-84","white","male","non_external",223255,2.23e+006
"icd_08","1968","85+","black","female","all_cause",7467,56000
"icd_08","1968","85+","black","female","all_external",161,56000
"icd_08","1968","85+","black","female","non_external",7306,56000
"icd_08","1968","85+","black","male","all_cause",5679,35000
"icd_08","1968","85+","black","male","all_external",120,35000
"icd_08","1968","85+","black","male","non_external",5559,35000
"icd_08","1968","85+","other","female","all_cause",443,5000
"icd_08","1968","85+","other","female","all_external",18,5000
"icd_08","1968","85+","other","female","non_external",425,5000
"icd_08","1968","85+","other","male","all_cause",681,6000
"icd_08","1968","85+","other","male","all_external",20,6000
"icd_08","1968","85+","other","male","non_external",661,6000
"icd_08","1968","85+","white","female","all_cause",139490,739000
"icd_08","1968","85+","white","female","all_external",3926,739000
"icd_08","1968","85+","white","female","non_external",135564,739000
"icd_08","1968","85+","white","male","all_cause",89261,399000
"icd_08","1968","85+","white","male","all_external",2499,399000
"icd_08","1968","85+","white","male","non_external",86762,399000
"icd_08","1969","1","black","female","all_cause",8360,264186
"icd_08","1969","1","black","female","all_external",371,264186
"icd_08","1969","1","black","female","non_external",7989,264186
"icd_08","1969","1","black","male","all_cause",10522,270036
"icd_08","1969","1","black","male","all_external",400,270036
"icd_08","1969","1","black","male","non_external",10122,270036
"icd_08","1969","1","other","female","all_cause",483,27064
"icd_08","1969","1","other","female","all_external",20,27064
"icd_08","1969","1","other","female","non_external",463,27064
"icd_08","1969","1","other","male","all_cause",600,28820
"icd_08","1969","1","other","male","all_external",27,28820
"icd_08","1969","1","other","male","non_external",573,28820
"icd_08","1969","1","white","female","all_cause",22950,1.46238e+006
"icd_08","1969","1","white","female","all_external",805,1.46238e+006
"icd_08","1969","1","white","female","non_external",22145,1.46238e+006
"icd_08","1969","1","white","male","all_cause",32158,1.54772e+006
"icd_08","1969","1","white","male","all_external",1080,1.54772e+006
"icd_08","1969","1","white","male","non_external",31078,1.54772e+006
"icd_08","1969","1-4","black","female","all_cause",1328,1.008e+006
"icd_08","1969","1-4","black","female","all_external",547,1.008e+006
"icd_08","1969","1-4","black","female","non_external",781,1.008e+006
"icd_08","1969","1-4","black","male","all_cause",1627,1.014e+006
"icd_08","1969","1-4","black","male","all_external",673,1.014e+006
"icd_08","1969","1-4","black","male","non_external",954,1.014e+006
"icd_08","1969","1-4","other","female","all_cause",92,102000
"icd_08","1969","1-4","other","female","all_external",35,102000
"icd_08","1969","1-4","other","female","non_external",57,102000
"icd_08","1969","1-4","other","male","all_cause",132,103000
"icd_08","1969","1-4","other","male","all_external",61,103000
"icd_08","1969","1-4","other","male","non_external",71,103000
"icd_08","1969","1-4","white","female","all_cause",4078,5.742e+006
"icd_08","1969","1-4","white","female","all_external",1495,5.742e+006
"icd_08","1969","1-4","white","female","non_external",2583,5.742e+006
"icd_08","1969","1-4","white","male","all_cause",5033,5.994e+006
"icd_08","1969","1-4","white","male","all_external",2154,5.994e+006
"icd_08","1969","1-4","white","male","non_external",2879,5.994e+006
"icd_08","1969","5-9","black","female","all_cause",675,1.387e+006
"icd_08","1969","5-9","black","female","all_external",334,1.387e+006
"icd_08","1969","5-9","black","female","non_external",341,1.387e+006
"icd_08","1969","5-9","black","male","all_cause",984,1.389e+006
"icd_08","1969","5-9","black","male","all_external",610,1.389e+006
"icd_08","1969","5-9","black","male","non_external",374,1.389e+006
"icd_08","1969","5-9","other","female","all_cause",62,138000
"icd_08","1969","5-9","other","female","all_external",23,138000
"icd_08","1969","5-9","other","female","non_external",39,138000
"icd_08","1969","5-9","other","male","all_cause",78,140000
"icd_08","1969","5-9","other","male","all_external",44,140000
"icd_08","1969","5-9","other","male","non_external",34,140000
"icd_08","1969","5-9","white","female","all_cause",2829,8.407e+006
"icd_08","1969","5-9","white","female","all_external",1104,8.407e+006
"icd_08","1969","5-9","white","female","non_external",1725,8.407e+006
"icd_08","1969","5-9","white","male","all_cause",4273,8.781e+006
"icd_08","1969","5-9","white","male","all_external",2115,8.781e+006
"icd_08","1969","5-9","white","male","non_external",2158,8.781e+006
"icd_08","1969","10-14","black","female","all_cause",577,1.385e+006
"icd_08","1969","10-14","black","female","all_external",232,1.385e+006
"icd_08","1969","10-14","black","female","non_external",345,1.385e+006
"icd_08","1969","10-14","black","male","all_cause",1020,1.389e+006
"icd_08","1969","10-14","black","male","all_external",650,1.389e+006
"icd_08","1969","10-14","black","male","non_external",370,1.389e+006
"icd_08","1969","10-14","other","female","all_cause",39,128000
"icd_08","1969","10-14","other","female","all_external",18,128000
"icd_08","1969","10-14","other","female","non_external",21,128000
"icd_08","1969","10-14","other","male","all_cause",76,128000
"icd_08","1969","10-14","other","male","all_external",44,128000
"icd_08","1969","10-14","other","male","non_external",32,128000
"icd_08","1969","10-14","white","female","all_cause",2519,8.615e+006
"icd_08","1969","10-14","white","female","all_external",1033,8.615e+006
"icd_08","1969","10-14","white","female","non_external",1486,8.615e+006
"icd_08","1969","10-14","white","male","all_cause",4299,8.996e+006
"icd_08","1969","10-14","white","male","all_external",2563,8.996e+006
"icd_08","1969","10-14","white","male","non_external",1736,8.996e+006
"icd_08","1969","15-19","black","female","all_cause",1123,1.182e+006
"icd_08","1969","15-19","black","female","all_external",532,1.182e+006
"icd_08","1969","15-19","black","female","non_external",591,1.182e+006
"icd_08","1969","15-19","black","male","all_cause",2740,1.158e+006
"icd_08","1969","15-19","black","male","all_external",2078,1.158e+006
"icd_08","1969","15-19","black","male","non_external",662,1.158e+006
"icd_08","1969","15-19","other","female","all_cause",87,116000
"icd_08","1969","15-19","other","female","all_external",61,116000
"icd_08","1969","15-19","other","female","non_external",26,116000
"icd_08","1969","15-19","other","male","all_cause",224,116000
"icd_08","1969","15-19","other","male","all_external",184,116000
"icd_08","1969","15-19","other","male","non_external",40,116000
"icd_08","1969","15-19","white","female","all_cause",4615,7.936e+006
"icd_08","1969","15-19","white","female","all_external",2827,7.936e+006
"icd_08","1969","15-19","white","female","non_external",1788,7.936e+006
"icd_08","1969","15-19","white","male","all_cause",12352,8.113e+006
"icd_08","1969","15-19","white","male","all_external",9741,8.113e+006
"icd_08","1969","15-19","white","male","non_external",2611,8.113e+006
"icd_08","1969","20-24","black","female","all_cause",1306,931000
"icd_08","1969","20-24","black","female","all_external",587,931000
"icd_08","1969","20-24","black","female","non_external",719,931000
"icd_08","1969","20-24","black","male","all_cause",3434,798000
"icd_08","1969","20-24","black","male","all_external",2645,798000
"icd_08","1969","20-24","black","male","non_external",789,798000
"icd_08","1969","20-24","other","female","all_cause",97,112000
"icd_08","1969","20-24","other","female","all_external",62,112000
"icd_08","1969","20-24","other","female","non_external",35,112000
"icd_08","1969","20-24","other","male","all_cause",257,105000
"icd_08","1969","20-24","other","male","all_external",216,105000
"icd_08","1969","20-24","other","male","non_external",41,105000
"icd_08","1969","20-24","white","female","all_cause",4690,7.144e+006
"icd_08","1969","20-24","white","female","all_external",2485,7.144e+006
"icd_08","1969","20-24","white","female","non_external",2205,7.144e+006
"icd_08","1969","20-24","white","male","all_cause",13497,6.677e+006
"icd_08","1969","20-24","white","male","all_external",10794,6.677e+006
"icd_08","1969","20-24","white","male","non_external",2703,6.677e+006
"icd_08","1969","25-34","black","female","all_cause",3422,1.425e+006
"icd_08","1969","25-34","black","female","all_external",895,1.425e+006
"icd_08","1969","25-34","black","female","non_external",2527,1.425e+006
"icd_08","1969","25-34","black","male","all_cause",6519,1.197e+006
"icd_08","1969","25-34","black","male","all_external",3863,1.197e+006
"icd_08","1969","25-34","black","male","non_external",2656,1.197e+006
"icd_08","1969","25-34","other","female","all_cause",258,192000
"icd_08","1969","25-34","other","female","all_external",110,192000
"icd_08","1969","25-34","other","female","non_external",148,192000
"icd_08","1969","25-34","other","male","all_cause",509,176000
"icd_08","1969","25-34","other","male","all_external",343,176000
"icd_08","1969","25-34","other","male","non_external",166,176000
"icd_08","1969","25-34","white","female","all_cause",9109,1.0847e+007
"icd_08","1969","25-34","white","female","all_external",3401,1.0847e+007
"icd_08","1969","25-34","white","female","non_external",5708,1.0847e+007
"icd_08","1969","25-34","white","male","all_cause",18907,1.0569e+007
"icd_08","1969","25-34","white","male","all_external",12177,1.0569e+007
"icd_08","1969","25-34","white","male","non_external",6730,1.0569e+007
"icd_08","1969","35-44","black","female","all_cause",7155,1.308e+006
"icd_08","1969","35-44","black","female","all_external",867,1.308e+006
"icd_08","1969","35-44","black","female","non_external",6288,1.308e+006
"icd_08","1969","35-44","black","male","all_cause",10649,1.086e+006
"icd_08","1969","35-44","black","male","all_external",3320,1.086e+006
"icd_08","1969","35-44","black","male","non_external",7329,1.086e+006
"icd_08","1969","35-44","other","female","all_cause",381,168000
"icd_08","1969","35-44","other","female","all_external",73,168000
"icd_08","1969","35-44","other","female","non_external",308,168000
"icd_08","1969","35-44","other","male","all_cause",590,144000
"icd_08","1969","35-44","other","male","all_external",217,144000
"icd_08","1969","35-44","other","male","non_external",373,144000
"icd_08","1969","35-44","white","female","all_cause",20780,1.0471e+007
"icd_08","1969","35-44","white","female","all_external",4037,1.0471e+007
"icd_08","1969","35-44","white","female","non_external",16743,1.0471e+007
"icd_08","1969","35-44","white","male","all_cause",35155,1.0065e+007
"icd_08","1969","35-44","white","male","all_external",10688,1.0065e+007
"icd_08","1969","35-44","white","male","non_external",24467,1.0065e+007
"icd_08","1969","45-54","black","female","all_cause",11829,1.118e+006
"icd_08","1969","45-54","black","female","all_external",663,1.118e+006
"icd_08","1969","45-54","black","female","non_external",11166,1.118e+006
"icd_08","1969","45-54","black","male","all_cause",17279,968000
"icd_08","1969","45-54","black","male","all_external",2505,968000
"icd_08","1969","45-54","black","male","non_external",14774,968000
"icd_08","1969","45-54","other","female","all_cause",494,109000
"icd_08","1969","45-54","other","female","all_external",53,109000
"icd_08","1969","45-54","other","female","non_external",441,109000
"icd_08","1969","45-54","other","male","all_cause",856,112000
"icd_08","1969","45-54","other","male","all_external",194,112000
"icd_08","1969","45-54","other","male","non_external",662,112000
"icd_08","1969","45-54","white","female","all_cause",48753,1.0679e+007
"icd_08","1969","45-54","white","female","all_external",4692,1.0679e+007
"icd_08","1969","45-54","white","female","non_external",44061,1.0679e+007
"icd_08","1969","45-54","white","male","all_cause",89413,1.0032e+007
"icd_08","1969","45-54","white","male","all_external",11520,1.0032e+007
"icd_08","1969","45-54","white","male","non_external",77893,1.0032e+007
"icd_08","1969","55-64","black","female","all_cause",17514,851000
"icd_08","1969","55-64","black","female","all_external",486,851000
"icd_08","1969","55-64","black","female","non_external",17028,851000
"icd_08","1969","55-64","black","male","all_cause",24156,729000
"icd_08","1969","55-64","black","male","all_external",1682,729000
"icd_08","1969","55-64","black","male","non_external",22474,729000
"icd_08","1969","55-64","other","female","all_cause",559,66000
"icd_08","1969","55-64","other","female","all_external",38,66000
"icd_08","1969","55-64","other","female","non_external",521,66000
"icd_08","1969","55-64","other","male","all_cause",1281,84000
"icd_08","1969","55-64","other","male","all_external",160,84000
"icd_08","1969","55-64","other","male","non_external",1121,84000
"icd_08","1969","55-64","white","female","all_cause",87866,8.761e+006
"icd_08","1969","55-64","white","female","all_external",4357,8.761e+006
"icd_08","1969","55-64","white","female","non_external",83509,8.761e+006
"icd_08","1969","55-64","white","male","all_cause",174128,7.898e+006
"icd_08","1969","55-64","white","male","all_external",10836,7.898e+006
"icd_08","1969","55-64","white","male","non_external",163292,7.898e+006
"icd_08","1969","65-74","black","female","all_cause",22393,572000
"icd_08","1969","65-74","black","female","all_external",457,572000
"icd_08","1969","65-74","black","female","non_external",21936,572000
"icd_08","1969","65-74","black","male","all_cause",26793,455000
"icd_08","1969","65-74","black","male","all_external",968,455000
"icd_08","1969","65-74","black","male","non_external",25825,455000
"icd_08","1969","65-74","other","female","all_cause",747,44000
"icd_08","1969","65-74","other","female","all_external",31,44000
"icd_08","1969","65-74","other","female","non_external",716,44000
"icd_08","1969","65-74","other","male","all_cause",1755,51000
"icd_08","1969","65-74","other","male","all_external",128,51000
"icd_08","1969","65-74","other","male","non_external",1627,51000
"icd_08","1969","65-74","white","female","all_cause",157438,6.289e+006
"icd_08","1969","65-74","white","female","all_external",4413,6.289e+006
"icd_08","1969","65-74","white","female","non_external",153025,6.289e+006
"icd_08","1969","65-74","white","male","all_cause",237738,4.89e+006
"icd_08","1969","65-74","white","male","all_external",8068,4.89e+006
"icd_08","1969","65-74","white","male","non_external",229670,4.89e+006
"icd_08","1969","75-84","black","female","all_cause",15233,227000
"icd_08","1969","75-84","black","female","all_external",321,227000
"icd_08","1969","75-84","black","female","non_external",14912,227000
"icd_08","1969","75-84","black","male","all_cause",15785,167000
"icd_08","1969","75-84","black","male","all_external",396,167000
"icd_08","1969","75-84","black","male","non_external",15389,167000
"icd_08","1969","75-84","other","female","all_cause",684,19000
"icd_08","1969","75-84","other","female","all_external",18,19000
"icd_08","1969","75-84","other","female","non_external",666,19000
"icd_08","1969","75-84","other","male","all_cause",1367,21000
"icd_08","1969","75-84","other","male","all_external",73,21000
"icd_08","1969","75-84","other","male","non_external",1294,21000
"icd_08","1969","75-84","white","female","all_cause",230098,3.385e+006
"icd_08","1969","75-84","white","female","all_external",5528,3.385e+006
"icd_08","1969","75-84","white","female","non_external",224570,3.385e+006
"icd_08","1969","75-84","white","male","all_cause",228514,2.252e+006
"icd_08","1969","75-84","white","male","all_external",6335,2.252e+006
"icd_08","1969","75-84","white","male","non_external",222179,2.252e+006
"icd_08","1969","85+","black","female","all_cause",7401,60000
"icd_08","1969","85+","black","female","all_external",166,60000
"icd_08","1969","85+","black","female","non_external",7235,60000
"icd_08","1969","85+","black","male","all_cause",5535,37000
"icd_08","1969","85+","black","male","all_external",120,37000
"icd_08","1969","85+","black","male","non_external",5415,37000
"icd_08","1969","85+","other","female","all_cause",443,5000
"icd_08","1969","85+","other","female","all_external",16,5000
"icd_08","1969","85+","other","female","non_external",427,5000
"icd_08","1969","85+","other","male","all_cause",670,7000
"icd_08","1969","85+","other","male","all_external",27,7000
"icd_08","1969","85+","other","male","non_external",643,7000
"icd_08","1969","85+","white","female","all_cause",142338,783000
"icd_08","1969","85+","white","female","all_external",3771,783000
"icd_08","1969","85+","white","female","non_external",138567,783000
"icd_08","1969","85+","white","male","all_cause",89614,415000
"icd_08","1969","85+","white","male","all_external",2553,415000
"icd_08","1969","85+","white","male","non_external",87061,415000
"icd_08","1970","1","black","female","all_cause",8176,276702
"icd_08","1970","1","black","female","all_external",338,276702
"icd_08","1970","1","black","female","non_external",7838,276702
"icd_08","1970","1","black","male","all_cause",10511,285290
"icd_08","1970","1","black","male","all_external",433,285290
"icd_08","1970","1","black","male","non_external",10078,285290
"icd_08","1970","1","other","female","all_cause",493,29030
"icd_08","1970","1","other","female","all_external",28,29030
"icd_08","1970","1","other","female","non_external",465,29030
"icd_08","1970","1","other","male","all_cause",611,30408
"icd_08","1970","1","other","male","all_external",29,30408
"icd_08","1970","1","other","male","non_external",582,30408
"icd_08","1970","1","white","female","all_cause",23151,1.51028e+006
"icd_08","1970","1","white","female","all_external",807,1.51028e+006
"icd_08","1970","1","white","female","non_external",22344,1.51028e+006
"icd_08","1970","1","white","male","all_cause",31725,1.59968e+006
"icd_08","1970","1","white","male","all_external",935,1.59968e+006
"icd_08","1970","1","white","male","non_external",30790,1.59968e+006
"icd_08","1970","1-4","black","female","all_cause",1256,970376
"icd_08","1970","1-4","black","female","all_external",505,970376
"icd_08","1970","1-4","black","female","non_external",751,970376
