"year","age_group","sex","race","cause","rep","death_count","population_count","death_rate"
1968,"adults","female","black","assault",1,1091,4.679e+006,23.3169
1968,"adults","female","black","intentional_self_harm",1,175,4.679e+006,3.74012
1968,"adults","female","black","vehicle",1,730,4.679e+006,15.6016
1968,"adults","female","other","assault",1,33,544000,6.06618
1968,"adults","female","other","intentional_self_harm",1,44,544000,8.08824
1968,"adults","female","other","vehicle",1,120,544000,22.0588
1968,"adults","female","white","assault",1,1033,3.8594e+007,2.67658
1968,"adults","female","white","intentional_self_harm",1,3768,3.8594e+007,9.76318
1968,"adults","female","white","vehicle",1,5432,3.8594e+007,14.0747
1968,"adults","male","black","assault",1,4829,3.967e+006,121.729
1968,"adults","male","black","intentional_self_harm",1,516,3.967e+006,13.0073
1968,"adults","male","black","vehicle",1,2786,3.967e+006,70.2294
1968,"adults","male","other","assault",1,93,501000,18.5629
1968,"adults","male","other","intentional_self_harm",1,92,501000,18.3633
1968,"adults","male","other","vehicle",1,333,501000,66.4671
1968,"adults","male","white","assault",1,3481,3.6788e+007,9.46232
1968,"adults","male","white","intentional_self_harm",1,7987,3.6788e+007,21.7109
1968,"adults","male","white","vehicle",1,18009,3.6788e+007,48.9535
1968,"children and adolescents","female","black","assault",1,126,2.487e+006,5.06634
1968,"children and adolescents","female","black","intentional_self_harm",1,23,2.487e+006,0.924809
1968,"children and adolescents","female","black","vehicle",1,216,2.487e+006,8.68516
1968,"children and adolescents","female","other","assault",1,7,231000,3.0303
1968,"children and adolescents","female","other","intentional_self_harm",1,8,231000,3.4632
1968,"children and adolescents","female","other","vehicle",1,31,231000,13.4199
1968,"children and adolescents","female","white","assault",1,162,1.6285e+007,0.99478
1968,"children and adolescents","female","white","intentional_self_harm",1,190,1.6285e+007,1.16672
1968,"children and adolescents","female","white","vehicle",1,2445,1.6285e+007,15.0138
1968,"children and adolescents","male","black","assault",1,629,2.469e+006,25.4759
1968,"children and adolescents","male","black","intentional_self_harm",1,47,2.469e+006,1.9036
1968,"children and adolescents","male","black","vehicle",1,724,2.469e+006,29.3236
1968,"children and adolescents","male","other","assault",1,11,232000,4.74138
1968,"children and adolescents","male","other","intentional_self_harm",1,16,232000,6.89655
1968,"children and adolescents","male","other","vehicle",1,65,232000,28.0172
1968,"children and adolescents","male","white","assault",1,413,1.6843e+007,2.45206
1968,"children and adolescents","male","white","intentional_self_harm",1,748,1.6843e+007,4.44101
1968,"children and adolescents","male","white","vehicle",1,6473,1.6843e+007,38.4314
1968,"older adults","female","black","assault",1,82,1.05e+006,7.80952
1968,"older adults","female","black","intentional_self_harm",1,23,1.05e+006,2.19048
1968,"older adults","female","black","vehicle",1,173,1.05e+006,16.4762
1968,"older adults","female","other","assault",1,2,80000,2.5
1968,"older adults","female","other","intentional_self_harm",1,11,80000,13.75
1968,"older adults","female","other","vehicle",1,19,80000,23.75
1968,"older adults","female","white","assault",1,218,1.19e+007,1.83193
1968,"older adults","female","white","intentional_self_harm",1,1205,1.19e+007,10.1261
1968,"older adults","female","white","vehicle",1,2360,1.19e+007,19.8319
1968,"older adults","male","black","assault",1,422,881000,47.9001
1968,"older adults","male","black","intentional_self_harm",1,102,881000,11.5778
1968,"older adults","male","black","vehicle",1,557,881000,63.2236
1968,"older adults","male","other","assault",1,15,105000,14.2857
1968,"older adults","male","other","intentional_self_harm",1,18,105000,17.1429
1968,"older adults","male","other","vehicle",1,61,105000,58.0952
1968,"older adults","male","white","assault",1,592,1.0017e+007,5.90995
1968,"older adults","male","white","intentional_self_harm",1,3805,1.0017e+007,37.9854
1968,"older adults","male","white","vehicle",1,4642,1.0017e+007,46.3412
1969,"adults","female","black","assault",1,1119,4.782e+006,23.4003
1969,"adults","female","black","intentional_self_harm",1,215,4.782e+006,4.49603
1969,"adults","female","black","vehicle",1,753,4.782e+006,15.7465
1969,"adults","female","other","assault",1,37,581000,6.36833
1969,"adults","female","other","intentional_self_harm",1,48,581000,8.26162
1969,"adults","female","other","vehicle",1,121,581000,20.8262
1969,"adults","female","white","assault",1,1081,3.9141e+007,2.76181
1969,"adults","female","white","intentional_self_harm",1,3984,3.9141e+007,10.1786
1969,"adults","female","white","vehicle",1,5703,3.9141e+007,14.5704
1969,"adults","male","black","assault",1,5173,4.049e+006,127.76
1969,"adults","male","black","intentional_self_harm",1,606,4.049e+006,14.9667
1969,"adults","male","black","vehicle",1,2882,4.049e+006,71.1781
1969,"adults","male","other","assault",1,132,537000,24.581
1969,"adults","male","other","intentional_self_harm",1,100,537000,18.622
1969,"adults","male","other","vehicle",1,387,537000,72.067
1969,"adults","male","white","assault",1,3569,3.7343e+007,9.55735
1969,"adults","male","white","intentional_self_harm",1,8225,3.7343e+007,22.0255
1969,"adults","male","white","vehicle",1,18178,3.7343e+007,48.6785
1969,"children and adolescents","female","black","assault",1,162,2.567e+006,6.31087
1969,"children and adolescents","female","black","intentional_self_harm",1,41,2.567e+006,1.5972
1969,"children and adolescents","female","black","vehicle",1,277,2.567e+006,10.7908
1969,"children and adolescents","female","other","assault",1,3,244000,1.22951
1969,"children and adolescents","female","other","intentional_self_harm",1,6,244000,2.45902
1969,"children and adolescents","female","other","vehicle",1,42,244000,17.2131
1969,"children and adolescents","female","white","assault",1,203,1.6551e+007,1.22651
1969,"children and adolescents","female","white","intentional_self_harm",1,242,1.6551e+007,1.46215
1969,"children and adolescents","female","white","vehicle",1,2531,1.6551e+007,15.2921
1969,"children and adolescents","male","black","assault",1,760,2.547e+006,29.839
1969,"children and adolescents","male","black","intentional_self_harm",1,54,2.547e+006,2.12014
1969,"children and adolescents","male","black","vehicle",1,700,2.547e+006,27.4833
1969,"children and adolescents","male","other","assault",1,14,244000,5.7377
1969,"children and adolescents","male","other","intentional_self_harm",1,24,244000,9.83607
1969,"children and adolescents","male","other","vehicle",1,98,244000,40.1639
1969,"children and adolescents","male","white","assault",1,402,1.7109e+007,2.34964
1969,"children and adolescents","male","white","intentional_self_harm",1,809,1.7109e+007,4.72851
1969,"children and adolescents","male","white","vehicle",1,6790,1.7109e+007,39.6867
1969,"older adults","female","black","assault",1,93,1.078e+006,8.62709
1969,"older adults","female","black","intentional_self_harm",1,18,1.078e+006,1.66976
1969,"older adults","female","black","vehicle",1,180,1.078e+006,16.6976
1969,"older adults","female","other","assault",1,2,85000,2.35294
1969,"older adults","female","other","intentional_self_harm",1,9,85000,10.5882
1969,"older adults","female","other","vehicle",1,17,85000,20
1969,"older adults","female","white","assault",1,216,1.2146e+007,1.77836
1969,"older adults","female","white","intentional_self_harm",1,1288,1.2146e+007,10.6043
1969,"older adults","female","white","vehicle",1,2404,1.2146e+007,19.7925
1969,"older adults","male","black","assault",1,385,896000,42.9688
1969,"older adults","male","black","intentional_self_harm",1,90,896000,10.0446
1969,"older adults","male","black","vehicle",1,589,896000,65.7366
1969,"older adults","male","other","assault",1,19,105000,18.0952
1969,"older adults","male","other","intentional_self_harm",1,26,105000,24.7619
1969,"older adults","male","other","vehicle",1,76,105000,72.381
1969,"older adults","male","white","assault",1,628,1.015e+007,6.18719
1969,"older adults","male","white","intentional_self_harm",1,3822,1.015e+007,37.6552
1969,"older adults","male","white","vehicle",1,4430,1.015e+007,43.6453
1970,"adults","female","black","assault",0,1157,4.87288e+006,23.7436
1970,"adults","female","black","intentional_self_harm",0,222,4.87288e+006,4.55583
1970,"adults","female","black","vehicle",0,743,4.87288e+006,15.2477
1970,"adults","female","other","assault",0,44,697574,6.30757
1970,"adults","female","other","intentional_self_harm",0,59,697574,8.45788
1970,"adults","female","other","vehicle",0,156,697574,22.3632
1970,"adults","female","white","assault",0,1193,3.94506e+007,3.02403
1970,"adults","female","white","intentional_self_harm",0,4212,3.94506e+007,10.6766
1970,"adults","female","white","vehicle",0,5691,3.94506e+007,14.4256
1970,"adults","male","black","assault",0,5479,4.12838e+006,132.716
1970,"adults","male","black","intentional_self_harm",0,664,4.12838e+006,16.0838
1970,"adults","male","black","vehicle",0,2753,4.12838e+006,66.6848
1970,"adults","male","other","assault",0,96,652010,14.7237
1970,"adults","male","other","intentional_self_harm",0,124,652010,19.0181
1970,"adults","male","other","vehicle",0,379,652010,58.1279
1970,"adults","male","white","assault",0,4051,3.77848e+007,10.7212
1970,"adults","male","white","intentional_self_harm",0,8775,3.77848e+007,23.2236
1970,"adults","male","white","vehicle",0,17598,3.77848e+007,46.5743
1970,"children and adolescents","female","black","assault",0,161,2.62459e+006,6.13429
1970,"children and adolescents","female","black","intentional_self_harm",0,42,2.62459e+006,1.60025
1970,"children and adolescents","female","black","vehicle",0,224,2.62459e+006,8.53467
1970,"children and adolescents","female","other","assault",0,10,284156,3.51919
1970,"children and adolescents","female","other","intentional_self_harm",0,4,284156,1.40768
1970,"children and adolescents","female","other","vehicle",0,42,284156,14.7806
1970,"children and adolescents","female","white","assault",0,221,1.67265e+007,1.32126
1970,"children and adolescents","female","white","intentional_self_harm",0,256,1.67265e+007,1.53051
1970,"children and adolescents","female","white","vehicle",0,2525,1.67265e+007,15.0958
1970,"children and adolescents","male","black","assault",0,836,2.60833e+006,32.0512
1970,"children and adolescents","male","black","intentional_self_harm",0,61,2.60833e+006,2.33866
1970,"children and adolescents","male","black","vehicle",0,685,2.60833e+006,26.262
1970,"children and adolescents","male","other","assault",0,23,291269,7.89648
1970,"children and adolescents","male","other","intentional_self_harm",0,17,291269,5.83653
1970,"children and adolescents","male","other","vehicle",0,110,291269,37.7658
1970,"children and adolescents","male","white","assault",0,464,1.7325e+007,2.67821
1970,"children and adolescents","male","white","intentional_self_harm",0,873,1.7325e+007,5.03896
1970,"children and adolescents","male","white","vehicle",0,6614,1.7325e+007,38.176
1970,"older adults","female","black","assault",0,83,1.09809e+006,7.55856
1970,"older adults","female","black","intentional_self_harm",0,21,1.09809e+006,1.91241
1970,"older adults","female","black","vehicle",0,180,1.09809e+006,16.3921
1970,"older adults","female","other","assault",0,4,99577,4.01699
1970,"older adults","female","other","intentional_self_harm",0,8,99577,8.03398
1970,"older adults","female","other","vehicle",0,14,99577,14.0595
1970,"older adults","female","white","assault",0,258,1.22823e+007,2.10059
1970,"older adults","female","white","intentional_self_harm",0,1340,1.22823e+007,10.9101
1970,"older adults","female","white","vehicle",0,2357,1.22823e+007,19.1903
1970,"older adults","male","black","assault",0,471,907762,51.8858
1970,"older adults","male","black","intentional_self_harm",0,93,907762,10.245
1970,"older adults","male","black","vehicle",0,536,907762,59.0463
1970,"older adults","male","other","assault",0,19,119920,15.8439
1970,"older adults","male","other","intentional_self_harm",0,18,119920,15.01
1970,"older adults","male","other","vehicle",0,57,119920,47.5317
1970,"older adults","male","white","assault",0,720,1.02014e+007,7.05789
1970,"older adults","male","white","intentional_self_harm",0,3803,1.02014e+007,37.2794
1970,"older adults","male","white","vehicle",0,4533,1.02014e+007,44.4353
1971,"adults","female","black","assault",0,1321,5.038e+006,26.2207
1971,"adults","female","black","intentional_self_harm",0,268,5.038e+006,5.31957
1971,"adults","female","black","vehicle",0,820,5.038e+006,16.2763
1971,"adults","female","other","assault",0,45,679000,6.62739
1971,"adults","female","other","intentional_self_harm",0,74,679000,10.8984
1971,"adults","female","other","vehicle",0,157,679000,23.1222
1971,"adults","female","white","assault",0,1232,4.0313e+007,3.05609
1971,"adults","female","white","intentional_self_harm",0,4401,4.0313e+007,10.9171
1971,"adults","female","white","vehicle",0,5582,4.0313e+007,13.8466
1971,"adults","male","black","assault",0,6295,4.294e+006,146.6
1971,"adults","male","black","intentional_self_harm",0,621,4.294e+006,14.462
1971,"adults","male","black","vehicle",0,2684,4.294e+006,62.5058
1971,"adults","male","other","assault",0,137,619000,22.1325
1971,"adults","male","other","intentional_self_harm",0,126,619000,20.3554
1971,"adults","male","other","vehicle",0,368,619000,59.4507
1971,"adults","male","white","assault",0,4467,3.8912e+007,11.4797
1971,"adults","male","white","intentional_self_harm",0,8813,3.8912e+007,22.6485
1971,"adults","male","white","vehicle",0,17438,3.8912e+007,44.8139
1971,"children and adolescents","female","black","assault",0,220,2.708e+006,8.12408
1971,"children and adolescents","female","black","intentional_self_harm",0,47,2.708e+006,1.7356
1971,"children and adolescents","female","black","vehicle",0,239,2.708e+006,8.8257
1971,"children and adolescents","female","other","assault",0,6,275000,2.18182
1971,"children and adolescents","female","other","intentional_self_harm",0,9,275000,3.27273
1971,"children and adolescents","female","other","vehicle",0,44,275000,16
1971,"children and adolescents","female","white","assault",0,229,1.7103e+007,1.33895
1971,"children and adolescents","female","white","intentional_self_harm",0,280,1.7103e+007,1.63714
1971,"children and adolescents","female","white","vehicle",0,2622,1.7103e+007,15.3306
1971,"children and adolescents","male","black","assault",0,856,2.696e+006,31.7507
1971,"children and adolescents","male","black","intentional_self_harm",0,75,2.696e+006,2.7819
1971,"children and adolescents","male","black","vehicle",0,651,2.696e+006,24.1469
1971,"children and adolescents","male","other","assault",0,18,279000,6.45161
1971,"children and adolescents","male","other","intentional_self_harm",0,33,279000,11.828
1971,"children and adolescents","male","other","vehicle",0,113,279000,40.5018
1971,"children and adolescents","male","white","assault",0,504,1.7749e+007,2.8396
1971,"children and adolescents","male","white","intentional_self_harm",0,973,1.7749e+007,5.482
1971,"children and adolescents","male","white","vehicle",0,6833,1.7749e+007,38.4979
1971,"older adults","female","black","assault",0,108,1.147e+006,9.41587
1971,"older adults","female","black","intentional_self_harm",0,29,1.147e+006,2.52833
1971,"older adults","female","black","vehicle",0,168,1.147e+006,14.6469
1971,"older adults","female","other","assault",0,6,95000,6.31579
1971,"older adults","female","other","intentional_self_harm",0,12,95000,12.6316
1971,"older adults","female","other","vehicle",0,21,95000,22.1053
1971,"older adults","female","white","assault",0,296,1.265e+007,2.33992
1971,"older adults","female","white","intentional_self_harm",0,1392,1.265e+007,11.004
1971,"older adults","female","white","vehicle",0,2352,1.265e+007,18.5929
1971,"older adults","male","black","assault",0,502,934000,53.7473
1971,"older adults","male","black","intentional_self_harm",0,94,934000,10.0642
1971,"older adults","male","black","vehicle",0,585,934000,62.6338
1971,"older adults","male","other","assault",0,21,110000,19.0909
1971,"older adults","male","other","intentional_self_harm",0,21,110000,19.0909
1971,"older adults","male","other","vehicle",0,54,110000,49.0909
1971,"older adults","male","white","assault",0,732,1.0417e+007,7.02698
1971,"older adults","male","white","intentional_self_harm",0,3877,1.0417e+007,37.218
1971,"older adults","male","white","vehicle",0,4275,1.0417e+007,41.0387
1972,"adults","female","black","assault",0,1300,5.173e+006,25.1305
1972,"adults","female","black","intentional_self_harm",0,270,5.173e+006,5.21941
1972,"adults","female","black","vehicle",0,784,5.173e+006,15.1556
1972,"adults","female","other","assault",0,50,735000,6.80272
1972,"adults","female","other","intentional_self_harm",0,62,735000,8.43537
1972,"adults","female","other","vehicle",0,142,735000,19.3197
1972,"adults","female","white","assault",0,1290,4.0963e+007,3.14918
1972,"adults","female","white","intentional_self_harm",0,4366,4.0963e+007,10.6584
1972,"adults","female","white","vehicle",0,5866,4.0963e+007,14.3202
1972,"adults","male","black","assault",0,6788,4.433e+006,153.124
1972,"adults","male","black","intentional_self_harm",0,798,4.433e+006,18.0014
1972,"adults","male","black","vehicle",0,2826,4.433e+006,63.7492
1972,"adults","male","other","assault",0,168,664000,25.3012
1972,"adults","male","other","intentional_self_harm",0,164,664000,24.6988
1972,"adults","male","other","vehicle",0,456,664000,68.6747
1972,"adults","male","white","assault",0,4816,3.9814e+007,12.0962
1972,"adults","male","white","intentional_self_harm",0,9362,3.9814e+007,23.5143
1972,"adults","male","white","vehicle",0,17874,3.9814e+007,44.8938
1972,"children and adolescents","female","black","assault",0,206,2.77e+006,7.43682
1972,"children and adolescents","female","black","intentional_self_harm",0,44,2.77e+006,1.58845
1972,"children and adolescents","female","black","vehicle",0,224,2.77e+006,8.08664
1972,"children and adolescents","female","other","assault",0,8,291000,2.74914
1972,"children and adolescents","female","other","intentional_self_harm",0,12,291000,4.12371
1972,"children and adolescents","female","other","vehicle",0,70,291000,24.055
1972,"children and adolescents","female","white","assault",0,294,1.7274e+007,1.70198
1972,"children and adolescents","female","white","intentional_self_harm",0,262,1.7274e+007,1.51673
1972,"children and adolescents","female","white","vehicle",0,2806,1.7274e+007,16.2441
1972,"children and adolescents","male","black","assault",0,840,2.761e+006,30.4238
1972,"children and adolescents","male","black","intentional_self_harm",0,106,2.761e+006,3.83919
1972,"children and adolescents","male","black","vehicle",0,678,2.761e+006,24.5563
1972,"children and adolescents","male","other","assault",0,24,296000,8.10811
1972,"children and adolescents","male","other","intentional_self_harm",0,32,296000,10.8108
1972,"children and adolescents","male","other","vehicle",0,118,296000,39.8649
1972,"children and adolescents","male","white","assault",0,612,1.7931e+007,3.41308
1972,"children and adolescents","male","white","intentional_self_harm",0,1048,1.7931e+007,5.84463
1972,"children and adolescents","male","white","vehicle",0,7346,1.7931e+007,40.9682
1972,"older adults","female","black","assault",0,116,1.185e+006,9.78903
1972,"older adults","female","black","intentional_self_harm",0,34,1.185e+006,2.8692
1972,"older adults","female","black","vehicle",0,156,1.185e+006,13.1646
1972,"older adults","female","other","assault",0,8,100000,8
1972,"older adults","female","other","intentional_self_harm",0,16,100000,16
1972,"older adults","female","other","vehicle",0,26,100000,26
1972,"older adults","female","white","assault",0,284,1.2881e+007,2.2048
1972,"older adults","female","white","intentional_self_harm",0,1494,1.2881e+007,11.5985
1972,"older adults","female","white","vehicle",0,2410,1.2881e+007,18.7097
1972,"older adults","male","black","assault",0,550,953000,57.7125
1972,"older adults","male","black","intentional_self_harm",0,100,953000,10.4932
1972,"older adults","male","black","vehicle",0,570,953000,59.8111
1972,"older adults","male","other","assault",0,18,110000,16.3636
1972,"older adults","male","other","intentional_self_harm",0,26,110000,23.6364
1972,"older adults","male","other","vehicle",0,76,110000,69.0909
1972,"older adults","male","white","assault",0,772,1.0538e+007,7.32587
1972,"older adults","male","white","intentional_self_harm",0,3844,1.0538e+007,36.4775
1972,"older adults","male","white","vehicle",0,4492,1.0538e+007,42.6267
1973,"adults","female","black","assault",0,1443,5.311e+006,27.17
1973,"adults","female","black","intentional_self_harm",0,235,5.311e+006,4.42478
1973,"adults","female","black","vehicle",0,810,5.311e+006,15.2514
1973,"adults","female","other","assault",0,66,792000,8.33333
1973,"adults","female","other","intentional_self_harm",0,67,792000,8.4596
1973,"adults","female","other","vehicle",0,202,792000,25.5051
1973,"adults","female","white","assault",0,1558,4.163e+007,3.74249
1973,"adults","female","white","intentional_self_harm",0,4238,4.163e+007,10.1802
1973,"adults","female","white","vehicle",0,5563,4.163e+007,13.363
1973,"adults","male","black","assault",0,6319,4.557e+006,138.666
1973,"adults","male","black","intentional_self_harm",0,819,4.557e+006,17.9724
1973,"adults","male","black","vehicle",0,2800,4.557e+006,61.4439
1973,"adults","male","other","assault",0,153,711000,21.519
1973,"adults","male","other","intentional_self_harm",0,154,711000,21.6596
1973,"adults","male","other","vehicle",0,467,711000,65.6821
1973,"adults","male","white","assault",0,5134,4.0596e+007,12.6466
1973,"adults","male","white","intentional_self_harm",0,9768,4.0596e+007,24.0615
1973,"adults","male","white","vehicle",0,17907,4.0596e+007,44.1103
1973,"children and adolescents","female","black","assault",0,221,2.822e+006,7.83133
1973,"children and adolescents","female","black","intentional_self_harm",0,31,2.822e+006,1.09851
1973,"children and adolescents","female","black","vehicle",0,236,2.822e+006,8.36286
1973,"children and adolescents","female","other","assault",0,8,308000,2.5974
1973,"children and adolescents","female","other","intentional_self_harm",0,12,308000,3.8961
1973,"children and adolescents","female","other","vehicle",0,44,308000,14.2857
1973,"children and adolescents","female","white","assault",0,343,1.7373e+007,1.97433
1973,"children and adolescents","female","white","intentional_self_harm",0,308,1.7373e+007,1.77287
1973,"children and adolescents","female","white","vehicle",0,2766,1.7373e+007,15.9213
1973,"children and adolescents","male","black","assault",0,804,2.814e+006,28.5714
1973,"children and adolescents","male","black","intentional_self_harm",0,84,2.814e+006,2.98507
1973,"children and adolescents","male","black","vehicle",0,622,2.814e+006,22.1038
1973,"children and adolescents","male","other","assault",0,21,315000,6.66667
1973,"children and adolescents","male","other","intentional_self_harm",0,26,315000,8.25397
1973,"children and adolescents","male","other","vehicle",0,128,315000,40.6349
1973,"children and adolescents","male","white","assault",0,698,1.8044e+007,3.86832
1973,"children and adolescents","male","white","intentional_self_harm",0,1122,1.8044e+007,6.21813
1973,"children and adolescents","male","white","vehicle",0,7442,1.8044e+007,41.2436
1973,"older adults","female","black","assault",0,118,1.212e+006,9.73597
1973,"older adults","female","black","intentional_self_harm",0,31,1.212e+006,2.55776
1973,"older adults","female","black","vehicle",0,158,1.212e+006,13.0363
1973,"older adults","female","other","assault",0,4,105000,3.80952
1973,"older adults","female","other","intentional_self_harm",0,23,105000,21.9048
1973,"older adults","female","other","vehicle",0,19,105000,18.0952
1973,"older adults","female","white","assault",0,318,1.3071e+007,2.43287
1973,"older adults","female","white","intentional_self_harm",0,1383,1.3071e+007,10.5807
1973,"older adults","female","white","vehicle",0,2352,1.3071e+007,17.994
1973,"older adults","male","black","assault",0,552,966000,57.1429
1973,"older adults","male","black","intentional_self_harm",0,112,966000,11.5942
1973,"older adults","male","black","vehicle",0,517,966000,53.5197
1973,"older adults","male","other","assault",0,18,113000,15.9292
1973,"older adults","male","other","intentional_self_harm",0,19,113000,16.8142
1973,"older adults","male","other","vehicle",0,80,113000,70.7965
1973,"older adults","male","white","assault",0,822,1.063e+007,7.73283
1973,"older adults","male","white","intentional_self_harm",0,3738,1.063e+007,35.1646
1973,"older adults","male","white","vehicle",0,4141,1.063e+007,38.9558
1974,"adults","female","black","assault",0,1434,5.456e+006,26.283
1974,"adults","female","black","intentional_self_harm",0,237,5.456e+006,4.34384
1974,"adults","female","black","vehicle",0,564,5.456e+006,10.3372
1974,"adults","female","other","assault",0,60,853000,7.034
1974,"adults","female","other","intentional_self_harm",0,81,853000,9.4959
1974,"adults","female","other","vehicle",0,155,853000,18.1712
1974,"adults","female","white","assault",0,1615,4.2286e+007,3.81923
1974,"adults","female","white","intentional_self_harm",0,4406,4.2286e+007,10.4195
1974,"adults","female","white","vehicle",0,4388,4.2286e+007,10.377
1974,"adults","male","black","assault",0,6536,4.683e+006,139.569
1974,"adults","male","black","intentional_self_harm",0,851,4.683e+006,18.1721
1974,"adults","male","black","vehicle",0,2178,4.683e+006,46.5086
1974,"adults","male","other","assault",0,196,758000,25.8575
1974,"adults","male","other","intentional_self_harm",0,135,758000,17.81
1974,"adults","male","other","vehicle",0,372,758000,49.0765
1974,"adults","male","white","assault",0,5642,4.1352e+007,13.6438
1974,"adults","male","white","intentional_self_harm",0,10224,4.1352e+007,24.7243
1974,"adults","male","white","vehicle",0,15629,4.1352e+007,37.795
1974,"children and adolescents","female","black","assault",0,245,2.862e+006,8.56045
1974,"children and adolescents","female","black","intentional_self_harm",0,40,2.862e+006,1.39762
1974,"children and adolescents","female","black","vehicle",0,173,2.862e+006,6.04472
1974,"children and adolescents","female","other","assault",0,7,325000,2.15385
1974,"children and adolescents","female","other","intentional_self_harm",0,11,325000,3.38462
1974,"children and adolescents","female","other","vehicle",0,36,325000,11.0769
1974,"children and adolescents","female","white","assault",0,334,1.7405e+007,1.91899
1974,"children and adolescents","female","white","intentional_self_harm",0,320,1.7405e+007,1.83855
1974,"children and adolescents","female","white","vehicle",0,2358,1.7405e+007,13.5478
1974,"children and adolescents","male","black","assault",0,828,2.86e+006,28.951
1974,"children and adolescents","male","black","intentional_self_harm",0,81,2.86e+006,2.83217
1974,"children and adolescents","male","black","vehicle",0,548,2.86e+006,19.1608
1974,"children and adolescents","male","other","assault",0,40,333000,12.012
1974,"children and adolescents","male","other","intentional_self_harm",0,27,333000,8.10811
1974,"children and adolescents","male","other","vehicle",0,116,333000,34.8348
1974,"children and adolescents","male","white","assault",0,782,1.8104e+007,4.31949
1974,"children and adolescents","male","white","intentional_self_harm",0,1197,1.8104e+007,6.6118
1974,"children and adolescents","male","white","vehicle",0,6746,1.8104e+007,37.2625
1974,"older adults","female","black","assault",0,114,1.246e+006,9.14928
1974,"older adults","female","black","intentional_self_harm",0,31,1.246e+006,2.48796
1974,"older adults","female","black","vehicle",0,163,1.246e+006,13.0819
1974,"older adults","female","other","assault",0,6,112000,5.35714
1974,"older adults","female","other","intentional_self_harm",0,10,112000,8.92857
1974,"older adults","female","other","vehicle",0,18,112000,16.0714
1974,"older adults","female","white","assault",0,334,1.3285e+007,2.51411
1974,"older adults","female","white","intentional_self_harm",0,1297,1.3285e+007,9.76289
1974,"older adults","female","white","vehicle",0,1748,1.3285e+007,13.1577
1974,"older adults","male","black","assault",0,591,986000,59.9391
1974,"older adults","male","black","intentional_self_harm",0,118,986000,11.9675
1974,"older adults","male","black","vehicle",0,439,986000,44.5233
1974,"older adults","male","other","assault",0,18,117000,15.3846
1974,"older adults","male","other","intentional_self_harm",0,27,117000,23.0769
1974,"older adults","male","other","vehicle",0,48,117000,41.0256
1974,"older adults","male","white","assault",0,820,1.0747e+007,7.63004
1974,"older adults","male","white","intentional_self_harm",0,3730,1.0747e+007,34.7074
1974,"older adults","male","white","vehicle",0,3316,1.0747e+007,30.8551
1975,"adults","female","black","assault",0,1365,5.596e+006,24.3924
1975,"adults","female","black","intentional_self_harm",0,264,5.596e+006,4.71766
1975,"adults","female","black","vehicle",0,554,5.596e+006,9.89993
1975,"adults","female","other","assault",0,50,932000,5.36481
1975,"adults","female","other","intentional_self_harm",0,95,932000,10.1931
1975,"adults","female","other","vehicle",0,157,932000,16.8455
1975,"adults","female","white","assault",0,1670,4.292e+007,3.89096
1975,"adults","female","white","intentional_self_harm",0,4532,4.292e+007,10.5592
1975,"adults","female","white","vehicle",0,4507,4.292e+007,10.5009
1975,"adults","male","black","assault",0,6280,4.801e+006,130.806
1975,"adults","male","black","intentional_self_harm",0,904,4.801e+006,18.8294
1975,"adults","male","black","vehicle",0,2170,4.801e+006,45.1989
1975,"adults","male","other","assault",0,170,826000,20.5811
1975,"adults","male","other","intentional_self_harm",0,194,826000,23.4867
1975,"adults","male","other","vehicle",0,426,826000,51.5738
1975,"adults","male","white","assault",0,5709,4.2065e+007,13.5719
1975,"adults","male","white","intentional_self_harm",0,10910,4.2065e+007,25.9361
1975,"adults","male","white","vehicle",0,15506,4.2065e+007,36.862
1975,"children and adolescents","female","black","assault",0,254,2.889e+006,8.79197
1975,"children and adolescents","female","black","intentional_self_harm",0,26,2.889e+006,0.899965
1975,"children and adolescents","female","black","vehicle",0,162,2.889e+006,5.60748
1975,"children and adolescents","female","other","assault",0,10,348000,2.87356
1975,"children and adolescents","female","other","intentional_self_harm",0,13,348000,3.73563
1975,"children and adolescents","female","other","vehicle",0,51,348000,14.6552
1975,"children and adolescents","female","white","assault",0,344,1.734e+007,1.98385
1975,"children and adolescents","female","white","intentional_self_harm",0,308,1.734e+007,1.77624
1975,"children and adolescents","female","white","vehicle",0,2285,1.734e+007,13.1776
1975,"children and adolescents","male","black","assault",0,778,2.891e+006,26.9111
1975,"children and adolescents","male","black","intentional_self_harm",0,90,2.891e+006,3.11311
1975,"children and adolescents","male","black","vehicle",0,476,2.891e+006,16.4649
1975,"children and adolescents","male","other","assault",0,22,363000,6.06061
1975,"children and adolescents","male","other","intentional_self_harm",0,24,363000,6.61157
1975,"children and adolescents","male","other","vehicle",0,127,363000,34.9862
1975,"children and adolescents","male","white","assault",0,800,1.8037e+007,4.43533
1975,"children and adolescents","male","white","intentional_self_harm",0,1303,1.8037e+007,7.22404
1975,"children and adolescents","male","white","vehicle",0,6498,1.8037e+007,36.0259
1975,"older adults","female","black","assault",0,123,1.289e+006,9.54228
1975,"older adults","female","black","intentional_self_harm",0,37,1.289e+006,2.87044
1975,"older adults","female","black","vehicle",0,155,1.289e+006,12.0248
1975,"older adults","female","other","assault",0,6,126000,4.7619
1975,"older adults","female","other","intentional_self_harm",0,13,126000,10.3175
